date,total_articles,war_articles,war_pct,conflict,kw_ukraine,kw_russia,kw_war,kw_conflict,kw_bomb,kw_attack,kw_kyiv,kw_moscow,kw_invasion,kw_nato,war_pct_7d,war_articles_7d,kw_gaza,kw_israel,kw_hamas,kw_palestin,kw_rafah,kw_west bank,kw_iran,kw_strike,kw_tehran,kw_missile,kw_nuclear
2022-01-01,608105,48656,8.0012,Russia_Ukraine,6504.0,8108.0,25270,816,352.0,4357,0.0,448.0,1720.0,1081.0,8.3244,71162.0,,,,,,,,,,,
2022-01-02,656167,46750,7.1247,Russia_Ukraine,6483.0,10712.0,20600,401,1391.0,6191,0.0,139.0,339.0,494.0,8.25,77147.8,,,,,,,,,,,
2022-01-03,950852,101985,10.7256,Russia_Ukraine,28460.0,35434.0,20992,4148,1276.0,7410,885.0,661.0,800.0,1919.0,8.6148,87746.2,,,,,,,,,,,
2022-01-04,1171886,87257,7.4459,Russia_Ukraine,10055.0,18952.0,33668,1095,1678.0,12439,725.0,461.0,310.0,7874.0,8.7958,93803.0,,,,,,,,,,,
2022-01-05,1271153,101091,7.9527,Russia_Ukraine,10715.0,16328.0,34715,1595,4726.0,19822,238.0,4374.0,3517.0,5061.0,9.6223,102937.4,,,,,,,,,,,
2022-01-06,1348204,140738,10.4389,Russia_Ukraine,11006.0,44478.0,43928,1091,3350.0,27866,191.0,2235.0,2456.0,4137.0,10.8168,112001.3,,,,,,,,,,,
2022-01-07,1317020,130144,9.8817,Russia_Ukraine,10887.0,31163.0,46021,4722,6358.0,14614,368.0,572.0,567.0,14872.0,11.6364,124261.0,,,,,,,,,,,
2022-01-08,816732,112597,13.7863,Russia_Ukraine,9106.0,41632.0,38078,752,1738.0,11020,2102.0,482.0,189.0,7498.0,11.8404,128146.7,,,,,,,,,,,
2022-01-09,711564,110197,15.4866,Russia_Ukraine,17173.0,51266.0,21197,567,753.0,14433,0.0,493.0,709.0,3606.0,12.5045,138706.3,,,,,,,,,,,
2022-01-10,1140767,187803,16.4629,Russia_Ukraine,55160.0,78425.0,31730,1377,850.0,9185,259.0,1345.0,1059.0,8413.0,12.635,141442.7,,,,,,,,,,,
2022-01-11,1289883,114457,8.8734,Russia_Ukraine,17247.0,39442.0,32950,2125,1753.0,7879,230.0,1233.0,653.0,10945.0,13.3766,151718.4,,,,,,,,,,,
2022-01-12,1388742,175008,12.6019,Russia_Ukraine,26917.0,53058.0,46368,2359,2433.0,11526,1090.0,2351.0,1189.0,27717.0,13.3245,152387.9,,,,,,,,,,,
2022-01-13,1408465,159893,11.3523,Russia_Ukraine,23840.0,43268.0,53845,2131,3512.0,11125,285.0,3292.0,1596.0,16999.0,13.8872,158322.1,,,,,,,,,,,
2022-01-14,1340652,202074,15.0728,Russia_Ukraine,43467.0,53602.0,53451,3414,1595.0,27580,270.0,3144.0,4201.0,11350.0,13.8613,157016.3,,,,,,,,,,,
2022-01-15,873833,117283,13.4217,Russia_Ukraine,25081.0,34015.0,30682,2062,718.0,11672,341.0,966.0,1788.0,9958.0,15.2579,176164.7,,,,,,,,,,,
2022-01-16,781127,151737,19.4254,Russia_Ukraine,40163.0,28310.0,39929,498,1409.0,27323,343.0,92.0,8702.0,4968.0,17.1436,204808.4,,,,,,,,,,,
2022-01-17,1097325,178662,16.2816,Russia_Ukraine,47100.0,41976.0,31154,885,1238.0,46839,804.0,2111.0,1769.0,4786.0,18.4243,227914.6,,,,,,,,,,,
2022-01-18,1332441,248496,18.6497,Russia_Ukraine,72576.0,61533.0,51588,1473,2611.0,32589,8485.0,2552.0,6952.0,8137.0,19.8073,247966.1,,,,,,,,,,,
2022-01-19,1455387,375514,25.8017,Russia_Ukraine,113418.0,134391.0,61049,2516,2928.0,31051,4497.0,3644.0,6832.0,15188.0,20.5773,257569.6,,,,,,,,,,,
2022-01-20,1583050,321636,20.3175,Russia_Ukraine,106038.0,92227.0,49624,3898,3845.0,21751,1232.0,22758.0,9200.0,11063.0,20.7482,260124.6,,,,,,,,,,,
2022-01-21,1383394,342435,24.7533,Russia_Ukraine,109137.0,125345.0,65009,3331,2438.0,18580,273.0,2374.0,5630.0,10318.0,22.6528,292631.9,,,,,,,,,,,
2022-01-22,980812,184507,18.8117,Russia_Ukraine,62336.0,61554.0,27517,2140,1557.0,9835,2008.0,3554.0,3254.0,10752.0,23.7385,310853.1,,,,,,,,,,,
2022-01-23,822531,169622,20.622,Russia_Ukraine,67168.0,57428.0,20527,2166,1258.0,9735,1405.0,6226.0,1180.0,2529.0,24.0102,315821.6,,,,,,,,,,,
2022-01-24,1371709,406213,29.6136,Russia_Ukraine,123285.0,115042.0,71857,2263,11629.0,21251,14326.0,1273.0,21132.0,24155.0,23.948,311144.4,,,,,,,,,,,
2022-01-25,1432568,376045,26.2497,Russia_Ukraine,101298.0,125035.0,61327,5812,5725.0,19528,8755.0,969.0,24964.0,22632.0,23.7117,308995.4,,,,,,,,,,,
2022-01-26,1481017,410293,27.7035,Russia_Ukraine,128349.0,143702.0,50627,5470,7487.0,24173,2352.0,581.0,31476.0,16076.0,24.1823,309502.7,,,,,,,,,,,
2022-01-27,1453021,288896,19.8824,Russia_Ukraine,86577.0,95482.0,47536,7590,1501.0,12947,460.0,1497.0,11948.0,23358.0,24.678,313868.4,,,,,,,,,,,
2022-01-28,1417358,327392,23.0988,Russia_Ukraine,100957.0,102865.0,70456,9905,2264.0,19495,1004.0,2897.0,6730.0,10819.0,23.5799,292584.6,,,,,,,,,,,
2022-01-29,850700,188058,22.1063,Russia_Ukraine,58629.0,56193.0,30189,9555,882.0,10579,1833.0,1089.0,9480.0,9629.0,23.2409,287916.1,,,,,,,,,,,
2022-01-30,830923,200182,24.0915,Russia_Ukraine,51786.0,73790.0,23808,1488,1891.0,22563,181.0,1338.0,1893.0,21444.0,22.1633,269974.6,,,,,,,,,,,
2022-01-31,1173098,257226,21.9271,Russia_Ukraine,93443.0,71029.0,33182,1876,6641.0,24870,1405.0,7007.0,2066.0,15707.0,21.8881,264894.7,,,,,,,,,,,
2022-02-01,1438070,343366,23.8769,Russia_Ukraine,127704.0,102898.0,48614,2398,11525.0,13603,19296.0,2508.0,2974.0,11846.0,21.2259,251386.7,,,,,,,,,,,
2022-02-02,1412186,284702,20.1604,Russia_Ukraine,72987.0,100230.0,56521,6130,4966.0,16156,1716.0,1632.0,5458.0,18906.0,22.1946,264361.3,,,,,,,,,,,
2022-02-03,1410896,253337,17.9558,Russia_Ukraine,64994.0,67128.0,55405,2045,6226.0,19144,368.0,1568.0,5004.0,31455.0,22.7804,267817.6,,,,,,,,,,,
2022-02-04,1261079,232836,18.4632,Russia_Ukraine,51355.0,72727.0,39055,1472,5106.0,36608,1912.0,3603.0,8650.0,12348.0,24.5793,292061.0,,,,,,,,,,,
2022-02-05,965417,278880,28.887,Russia_Ukraine,77590.0,86656.0,40652,572,31492.0,7488,4382.0,3807.0,3826.0,22415.0,24.4746,289600.6,,,,,,,,,,,
2022-02-06,795866,224376,28.1927,Russia_Ukraine,77257.0,81896.0,18616,2347,6840.0,14267,1041.0,471.0,18282.0,3359.0,24.1946,284882.6,,,,,,,,,,,
2022-02-07,1236795,426930,34.5191,Russia_Ukraine,156953.0,70704.0,57509,3077,5609.0,10708,832.0,103370.0,10679.0,7489.0,24.4244,290792.0,,,,,,,,,,,
2022-02-08,1409185,326143,23.1441,Russia_Ukraine,97603.0,92464.0,70755,1354,5568.0,16648,11861.0,9966.0,4339.0,15585.0,25.9325,316515.3,,,,,,,,,,,
2022-02-09,1382818,251676,18.2002,Russia_Ukraine,78043.0,63936.0,54804,2967,5818.0,13596,1383.0,16838.0,4782.0,9509.0,32.3842,399324.9,,,,,,,,,,,
2022-02-10,1506290,294703,19.5648,Russia_Ukraine,100906.0,69224.0,58277,2659,5977.0,16134,567.0,20395.0,6826.0,13738.0,35.7032,433462.1,,,,,,,,,,,
2022-02-11,1422814,412899,29.0199,Russia_Ukraine,146391.0,99962.0,82512,1205,2930.0,13714,582.0,26007.0,16654.0,22942.0,36.7712,451309.7,,,,,,,,,,,
2022-02-12,1159432,858547,74.0489,Russia_Ukraine,368436.0,214983.0,147967,2155,1307.0,21164,10808.0,2192.0,85330.0,4205.0,38.7257,483358.7,,,,,,,,,,,
2022-02-13,900984,463337,51.4257,Russia_Ukraine,174273.0,86491.0,95613,1891,1826.0,29324,4412.0,902.0,66548.0,2057.0,40.443,510464.9,,,,,,,,,,,
2022-02-14,1314129,551863,41.9946,Russia_Ukraine,216131.0,152102.0,93042,3185,2231.0,21223,16681.0,7003.0,29188.0,11077.0,44.3305,572716.4,,,,,,,,,,,
2022-02-15,1494824,550486,36.8261,Russia_Ukraine,216861.0,178173.0,73941,2475,2780.0,12785,5542.0,10587.0,24585.0,22757.0,44.7176,579888.6,,,,,,,,,,,
2022-02-16,1460635,441419,30.221,Russia_Ukraine,137056.0,139326.0,66030,2620,2548.0,25415,1655.0,2030.0,13671.0,51068.0,40.9936,524703.3,,,,,,,,,,,
2022-02-17,1561575,730464,46.7774,Russia_Ukraine,250948.0,281269.0,88952,3820,4905.0,23327,2835.0,3662.0,16285.0,54461.0,41.6781,523005.4,,,,,,,,,,,
2022-02-18,1459546,463104,31.7293,Russia_Ukraine,157944.0,144353.0,79151,3990,4282.0,13862,3441.0,5932.0,29073.0,21076.0,41.8927,520904.4,,,,,,,,,,,
2022-02-19,984236,472250,47.9814,Russia_Ukraine,190508.0,155947.0,40803,9072,3878.0,23633,3244.0,2170.0,36765.0,6230.0,45.0312,586918.3,,,,,,,,,,,
2022-02-20,803051,451452,56.2171,Russia_Ukraine,156709.0,142740.0,65000,2454,5311.0,11317,1870.0,1733.0,57089.0,7229.0,47.3494,630726.6,,,,,,,,,,,
2022-02-21,1234942,537156,43.4965,Russia_Ukraine,203900.0,139399.0,102255,14303,1543.0,20931,6247.0,7440.0,31670.0,9468.0,56.0579,865385.6,,,,,,,,,,,
2022-02-22,1722209,1012583,58.7956,Russia_Ukraine,454188.0,354637.0,108389,12293,1593.0,13556,6644.0,13281.0,38980.0,9022.0,65.3404,1103153.4,,,,,,,,,,,
2022-02-23,1610551,748077,46.4485,Russia_Ukraine,300227.0,291325.0,56730,8998,2327.0,25268,3080.0,12894.0,38797.0,8431.0,74.3649,1295232.3,,,,,,,,,,,
2022-02-24,2202655,2373077,107.7371,Russia_Ukraine,842278.0,770170.0,247812,34718,5354.0,218321,15639.0,14420.0,141495.0,82870.0,80.5557,1417343.7,,,,,,,,,,,
2022-02-25,2199938,2127479,96.7063,Russia_Ukraine,679742.0,713734.0,197338,18798,6655.0,120696,94761.0,22052.0,202901.0,70802.0,85.2376,1511417.1,,,,,,,,,,,
2022-02-26,1634498,1816802,111.1535,Russia_Ukraine,364381.0,704844.0,117172,13886,7167.0,362424,113390.0,5479.0,104954.0,23105.0,86.7849,1533002.6,,,,,,,,,,,
2022-02-27,1312109,1306232,99.5521,Russia_Ukraine,462586.0,537418.0,102817,10256,4983.0,44364,31814.0,3762.0,96123.0,12109.0,90.5585,1612700.4,,,,,,,,,,,
2022-02-28,1567684,1195670,76.2698,Russia_Ukraine,454246.0,444429.0,149489,18583,2716.0,13402,13449.0,8933.0,82429.0,7994.0,84.0673,1430063.0,,,,,,,,,,,
2022-03-01,1671312,1163681,69.6268,Russia_Ukraine,403271.0,392117.0,141754,15842,16234.0,42064,49510.0,5223.0,73951.0,23715.0,78.7282,1259902.6,,,,,,,,,,,
2022-03-02,1792324,1305962,72.8642,Russia_Ukraine,434214.0,451236.0,187215,23602,14667.0,94176,22459.0,3563.0,57875.0,16955.0,74.9392,1170260.4,,,,,,,,,,,
2022-03-03,1757042,1094615,62.2987,Russia_Ukraine,379364.0,357381.0,192296,19833,9261.0,22458,19219.0,10217.0,59616.0,24970.0,71.4466,1132995.1,,,,,,,,,,,
2022-03-04,1578150,936356,59.3325,Russia_Ukraine,328726.0,294369.0,130356,18203,35524.0,42971,6909.0,2636.0,47163.0,29499.0,70.8068,1124805.0,,,,,,,,,,,
2022-03-05,1405298,1189307,84.6302,Russia_Ukraine,396902.0,348722.0,177756,9525,51634.0,71205,10855.0,9078.0,41103.0,72527.0,68.7954,1094922.1,,,,,,,,,,,
2022-03-06,1391897,1045375,75.1043,Russia_Ukraine,395272.0,391192.0,113223,7240,7059.0,46663,21751.0,20802.0,29421.0,12752.0,65.8827,1041793.1,,,,,,,,,,,
2022-03-07,1585626,1138339,71.7911,Russia_Ukraine,372615.0,434542.0,171674,12375,11174.0,28476,11201.0,17220.0,35985.0,43077.0,64.6209,1013964.4,,,,,,,,,,,
2022-03-08,1718371,954501,55.5469,Russia_Ukraine,316056.0,370745.0,129638,15364,8724.0,16377,7261.0,41182.0,27272.0,21882.0,64.2776,1009050.4,,,,,,,,,,,
2022-03-09,1780001,934059,52.4752,Russia_Ukraine,355923.0,301408.0,154463,17435,11432.0,25657,16166.0,4009.0,29353.0,18213.0,62.2324,962543.9,,,,,,,,,,,
2022-03-10,1682962,899814,53.4661,Russia_Ukraine,357801.0,270235.0,161460,9893,20616.0,29591,12615.0,1694.0,19217.0,16692.0,60.3294,904868.3,,,,,,,,,,,
2022-03-11,1584350,901958,56.9292,Russia_Ukraine,293667.0,318383.0,131259,10116,8224.0,61257,21133.0,5801.0,31872.0,20246.0,58.5712,871578.6,,,,,,,,,,,
2022-03-12,1228439,863761,70.3137,Russia_Ukraine,254132.0,293316.0,189167,11622,5774.0,30469,35113.0,1811.0,14170.0,28187.0,59.9564,896357.9,,,,,,,,,,,
2022-03-13,1038534,641646,61.7838,Russia_Ukraine,236024.0,205123.0,104971,7004,5158.0,23524,16041.0,3514.0,23062.0,17225.0,59.3943,877953.7,,,,,,,,,,,
2022-03-14,1521958,905311,59.4833,Russia_Ukraine,299402.0,323733.0,143127,16383,10169.0,27491,26173.0,6704.0,31513.0,20616.0,59.657,886132.9,,,,,,,,,,,
2022-03-15,1728846,1127956,65.2433,Russia_Ukraine,324224.0,388864.0,242513,14039,9979.0,41737,47065.0,5055.0,29029.0,25451.0,58.6329,859806.0,,,,,,,,,,,
2022-03-16,1658870,805230,48.5409,Russia_Ukraine,283447.0,234149.0,144615,7411,8343.0,29518,43303.0,3562.0,25530.0,25352.0,57.2785,824522.1,,,,,,,,,,,
2022-03-17,1730541,957068,55.3046,Russia_Ukraine,326380.0,275236.0,199846,18593,13977.0,54509,8309.0,5570.0,16976.0,37672.0,55.7413,802329.0,,,,,,,,,,,
2022-03-18,1442248,717670,49.7605,Russia_Ukraine,237596.0,249833.0,122147,8171,9194.0,54796,4467.0,8976.0,12973.0,9517.0,55.0601,788760.4,,,,,,,,,,,
2022-03-19,1013874,616774,60.8334,Russia_Ukraine,199337.0,204477.0,115249,10689,4785.0,31576,5263.0,2921.0,17519.0,24958.0,51.4748,715329.4,,,,,,,,,,,
2022-03-20,953085,486294,51.0232,Russia_Ukraine,156763.0,147577.0,97267,8569,27542.0,20453,4591.0,3015.0,13412.0,7105.0,50.519,694986.0,,,,,,,,,,,
2022-03-21,1481009,810331,54.7148,Russia_Ukraine,274959.0,258651.0,140730,7998,17826.0,15313,40750.0,18510.0,12069.0,23525.0,50.8134,695114.7,,,,,,,,,,,
2022-03-22,1529249,613939,40.1464,Russia_Ukraine,196738.0,178910.0,115021,8685,11337.0,42735,18375.0,1913.0,12152.0,28073.0,50.2385,694039.4,,,,,,,,,,,
2022-03-23,1583820,662826,41.8498,Russia_Ukraine,202694.0,207882.0,134758,9534,4532.0,23838,7397.0,4445.0,25364.0,42382.0,47.8873,670165.7,,,,,,,,,,,
2022-03-24,1669937,957969,57.3656,Russia_Ukraine,298432.0,288028.0,203511,16432,5046.0,15681,5281.0,9634.0,19559.0,96365.0,46.6231,652716.9,,,,,,,,,,,
2022-03-25,1552697,710143,45.7361,Russia_Ukraine,232413.0,209192.0,150180,9693,8819.0,16117,16203.0,24873.0,15770.0,26883.0,43.8149,609534.1,,,,,,,,,,,
2022-03-26,1013310,449658,44.3752,Russia_Ukraine,130668.0,120614.0,105370,7799,5278.0,23381,12184.0,8751.0,19425.0,16188.0,44.0503,619686.7,,,,,,,,,,,
2022-03-27,863454,364152,42.1739,Russia_Ukraine,135268.0,107032.0,66115,2621,1365.0,20145,4151.0,2386.0,13056.0,12013.0,44.2494,621785.9,,,,,,,,,,,
2022-03-28,1449217,508052,35.057,Russia_Ukraine,187489.0,176848.0,93960,2577,2387.0,21025,3211.0,3109.0,10437.0,7009.0,40.4378,552982.7,,,,,,,,,,,
2022-03-29,1638982,685007,41.7947,Russia_Ukraine,201284.0,259605.0,112634,10584,3294.0,36985,42562.0,1532.0,8392.0,8135.0,39.1307,530394.4,,,,,,,,,,,
2022-03-30,1566756,677520,43.2435,Russia_Ukraine,205930.0,223862.0,144314,5288,4576.0,39814,32479.0,7856.0,6518.0,6883.0,40.0027,547725.7,,,,,,,,,,,
2022-03-31,1552408,476347,30.6844,Russia_Ukraine,154108.0,159021.0,92627,5635,13231.0,17698,13192.0,5317.0,7450.0,8068.0,41.5258,564448.3,,,,,,,,,,,
2022-04-01,1508833,552025,36.5862,Russia_Ukraine,180974.0,193992.0,104244,5930,2229.0,28100,12099.0,5744.0,4377.0,14336.0,42.5843,573488.4,,,,,,,,,,,
2022-04-02,1131112,570977,50.4793,Russia_Ukraine,128649.0,267547.0,97615,3551,1977.0,26646,28295.0,1777.0,10460.0,4460.0,42.15,556461.9,,,,,,,,,,,
2022-04-03,910775,481210,52.8352,Russia_Ukraine,154011.0,179154.0,76619,3369,1339.0,16475,34764.0,330.0,8875.0,6274.0,42.122,552639.3,,,,,,,,,,,
2022-04-04,1345374,571333,42.4665,Russia_Ukraine,181475.0,194476.0,113545,2912,3080.0,21966,35262.0,1584.0,4876.0,12157.0,43.7384,577109.0,,,,,,,,,,,
2022-04-05,1460007,565821,38.7547,Russia_Ukraine,179650.0,210302.0,119063,2832,1215.0,12866,10818.0,2507.0,9828.0,16740.0,44.1362,577260.7,,,,,,,,,,,
2022-04-06,1511720,650762,43.0478,Russia_Ukraine,184017.0,257694.0,148512,6266,2195.0,10040,3842.0,11080.0,13864.0,13252.0,42.7958,554495.1,,,,,,,,,,,
2022-04-07,1542023,647635,41.999,Russia_Ukraine,203219.0,231358.0,137666,4589,1854.0,18740,7115.0,12022.0,7369.0,23703.0,41.7593,536127.6,,,,,,,,,,,
2022-04-08,1404818,553087,39.3707,Russia_Ukraine,166827.0,182134.0,105423,3305,8273.0,54962,6747.0,3282.0,7499.0,14635.0,40.4603,515722.6,,,,,,,,,,,
2022-04-09,1001581,411618,41.0968,Russia_Ukraine,142942.0,101796.0,62838,1936,4200.0,27674,54045.0,1335.0,6783.0,8069.0,39.4798,502267.3,,,,,,,,,,,
2022-04-10,773678,352637,45.5793,Russia_Ukraine,107998.0,118233.0,63208,3294,1079.0,24132,14917.0,5546.0,5684.0,8546.0,38.754,490972.6,,,,,,,,,,,
2022-04-11,1283932,428498,33.3739,Russia_Ukraine,131460.0,155649.0,83557,4206,1444.0,13045,10479.0,9378.0,5758.0,13522.0,38.0835,479749.4,,,,,,,,,,,
2022-04-12,1478900,471634,31.8909,Russia_Ukraine,136832.0,150195.0,107757,4239,2852.0,27612,5632.0,7770.0,17533.0,11212.0,38.0374,469807.1,,,,,,,,,,,
2022-04-13,1505755,571699,37.9676,Russia_Ukraine,179037.0,152111.0,134212,4560,7210.0,28294,6857.0,5740.0,33474.0,20204.0,38.3968,462105.1,,,,,,,,,,,
2022-04-14,1525437,569073,37.3056,Russia_Ukraine,184827.0,172131.0,125825,2377,2017.0,21957,17549.0,4949.0,4223.0,33218.0,36.0131,458129.4,,,,,,,,,,,
2022-04-15,1238217,483491,39.0474,Russia_Ukraine,108086.0,142027.0,131426,5754,1229.0,33548,28169.0,4155.0,6966.0,22131.0,36.1488,466097.3,,,,,,,,,,,
2022-04-17,820182,357704,43.6128,Russia_Ukraine,101697.0,126005.0,59999,2225,1939.0,19094,32961.0,2662.0,6341.0,4781.0,35.4279,453844.9,,,,,,,,,,,
2022-04-18,1124150,324807,28.8936,Russia_Ukraine,112493.0,89458.0,87984,3385,4335.0,12432,2114.0,1678.0,6292.0,4636.0,33.7691,428228.7,,,,,,,,,,,
2022-04-19,1410912,484273,34.3234,Russia_Ukraine,170765.0,178150.0,81830,2834,4272.0,28464,1370.0,1681.0,9140.0,5767.0,32.7064,407690.9,,,,,,,,,,,
2022-04-20,1437384,385867,26.8451,Russia_Ukraine,104356.0,134068.0,88929,3804,3902.0,33144,1676.0,3587.0,4794.0,7607.0,32.1659,383971.4,,,,,,,,,,,
2022-04-21,1488820,392386,26.3555,Russia_Ukraine,129337.0,122290.0,72564,3550,12143.0,24105,7333.0,5203.0,9994.0,5867.0,31.1658,377382.1,,,,,,,,,,,
2022-04-22,1424012,425308,29.8669,Russia_Ukraine,131095.0,127842.0,103347,1780,17133.0,16475,7317.0,4057.0,7135.0,9127.0,33.1943,417196.1,,,,,,,,,,,
2022-04-23,900225,317455,35.264,Russia_Ukraine,91015.0,103661.0,76969,3006,5159.0,15137,8574.0,4469.0,4942.0,4523.0,35.1694,458901.3,,,,,,,,,,,
2022-04-24,851031,311579,36.6119,Russia_Ukraine,111066.0,69423.0,57976,3171,6152.0,19744,30504.0,2032.0,6774.0,4737.0,35.8428,473154.0,,,,,,,,,,,
2022-04-25,1400469,603505,43.0931,Russia_Ukraine,211275.0,142113.0,105565,1948,6009.0,47858,65528.0,7537.0,7390.0,8282.0,37.2761,493667.6,,,,,,,,,,,
2022-04-26,1612092,776209,48.1492,Russia_Ukraine,232018.0,250926.0,157828,3959,4419.0,16239,45547.0,19537.0,20937.0,24799.0,38.9932,518685.9,,,,,,,,,,,
2022-04-27,1538809,485636,31.5592,Russia_Ukraine,113382.0,202804.0,98497,12987,8195.0,18955,2851.0,7950.0,2942.0,17073.0,39.3644,525172.1,,,,,,,,,,,
2022-04-28,1472941,535981,36.3885,Russia_Ukraine,177432.0,200889.0,96440,5417,3267.0,12256,5575.0,5490.0,3829.0,25386.0,39.8232,560771.0,,,,,,,,,,,
2022-04-29,1433479,600436,41.8866,Russia_Ukraine,179610.0,155545.0,104922,5004,5646.0,56673,71455.0,6005.0,4370.0,11206.0,39.1692,552224.2,,,,,,,,,,,
2022-04-30,958366,362859,37.8623,Russia_Ukraine,126375.0,125376.0,71247,2889,2710.0,11898,6562.0,3082.0,6008.0,6712.0,36.9242,496228.0,,,,,,,,,,,
2023-08-01,1695444,151582,8.9405,Israel_Gaza,,,76953,2069,10514.0,22740,,,,,7.861,138522.5,420.0,23812.0,1615.0,13459.0,0.0,0.0,,,,,
2023-08-02,1819392,127342,6.9992,Israel_Gaza,,,64437,3821,5890.0,26016,,,,,7.9053,128055.2,344.0,19642.0,1126.0,6066.0,0.0,0.0,,,,,
2023-08-03,1743971,144447,8.2826,Israel_Gaza,,,72149,11684,2274.0,18566,,,,,8.8329,127822.0,500.0,21325.0,507.0,17442.0,0.0,0.0,,,,,
2023-08-04,1810088,130719,7.2217,Israel_Gaza,,,74569,3027,3988.0,30830,,,,,8.9111,129131.9,160.0,11178.0,379.0,6588.0,0.0,0.0,,,,,
2023-08-05,1066330,86186,8.0825,Israel_Gaza,,,50222,2670,1400.0,17847,,,,,9.0084,129554.3,157.0,8340.0,113.0,5437.0,0.0,0.0,,,,,
2023-08-06,940208,126656,13.4711,Israel_Gaza,,,43213,5311,8095.0,37298,,,,,9.204,131716.4,866.0,19539.0,892.0,11442.0,0.0,0.0,,,,,
2023-08-07,1460446,136991,9.3801,Israel_Gaza,,,59828,1949,6982.0,32556,,,,,9.1421,131446.9,663.0,26903.0,398.0,7712.0,0.0,0.0,,,,,
2023-08-08,1606122,154539,9.6219,Israel_Gaza,,,89342,3287,3221.0,25765,,,,,9.238,132515.6,568.0,23094.0,1324.0,7938.0,0.0,0.0,,,,,
2023-08-09,1702571,142477,8.3683,Israel_Gaza,,,78183,2445,8149.0,30921,,,,,9.1329,131433.1,460.0,15668.0,1649.0,5002.0,0.0,0.0,,,,,
2023-08-10,1816250,142560,7.8491,Israel_Gaza,,,95379,3146,1960.0,16481,,,,,9.1153,130220.9,321.0,18939.0,630.0,5704.0,0.0,0.0,,,,,
2023-08-11,1750931,138200,7.8929,Israel_Gaza,,,80842,2057,4984.0,28494,,,,,8.8677,127072.9,144.0,14952.0,703.0,6024.0,0.0,0.0,,,,,
2023-08-12,1070010,78609,7.3466,Israel_Gaza,,,51335,947,3304.0,13376,,,,,8.5934,124487.4,0.0,6359.0,85.0,3203.0,0.0,0.0,,,,,
2023-08-13,885310,118170,13.3479,Israel_Gaza,,,59065,1369,7099.0,22444,,,,,8.3188,120002.1,0.0,20837.0,543.0,6813.0,0.0,0.0,,,,,
2023-08-14,1503183,114955,7.6474,Israel_Gaza,,,63454,1895,3722.0,24174,,,,,8.3335,118095.9,35.0,15529.0,262.0,5884.0,0.0,0.0,,,,,
2023-08-15,1771672,136441,7.7013,Israel_Gaza,,,91825,1911,5257.0,12808,,,,,8.4057,118979.9,519.0,16551.0,335.0,7235.0,0.0,0.0,,,,,
2023-08-16,1723094,111080,6.4465,Israel_Gaza,,,67507,1711,2110.0,20276,,,,,8.8683,124417.4,823.0,14802.0,216.0,3635.0,0.0,0.0,,,,,
2023-08-17,1625023,129216,7.9516,Israel_Gaza,,,65307,1985,3431.0,19757,,,,,8.8629,124645.6,508.0,28723.0,465.0,9040.0,0.0,0.0,,,,,
2023-08-18,1719220,144388,8.3985,Israel_Gaza,,,78775,1027,3983.0,34076,,,,,9.1054,130356.3,306.0,14549.0,213.0,11459.0,0.0,0.0,,,,,
2023-08-19,1102251,116672,10.5849,Israel_Gaza,,,64319,1275,2610.0,24881,,,,,9.072,131199.1,148.0,14382.0,89.0,8968.0,0.0,0.0,,,,,
2023-08-20,899819,119767,13.3101,Israel_Gaza,,,65925,854,3874.0,30416,,,,,9.1071,132268.6,232.0,14456.0,108.0,3902.0,0.0,0.0,,,,,
2023-08-21,1657961,154930,9.3446,Israel_Gaza,,,87438,3201,4056.0,22779,,,,,8.9149,131841.9,555.0,27746.0,398.0,8757.0,0.0,0.0,,,,,
2023-08-22,1906092,142341,7.4677,Israel_Gaza,,,75256,1811,4489.0,26966,,,,,8.6253,127091.1,381.0,21865.0,3145.0,8428.0,0.0,0.0,,,,,
2023-08-23,1771748,118566,6.692,Israel_Gaza,,,75252,1539,3175.0,20020,,,,,8.144,121909.7,334.0,14702.0,609.0,2935.0,0.0,0.0,,,,,
2023-08-24,1910777,126229,6.6062,Israel_Gaza,,,62740,6603,3333.0,22873,,,,,7.2542,114621.4,321.0,22863.0,715.0,6781.0,0.0,0.0,,,,,
2023-08-25,1744241,111133,6.3714,Israel_Gaza,,,63466,5415,5047.0,22635,,,,,7.2465,113288.4,1052.0,9575.0,990.0,2953.0,0.0,0.0,,,,,
2023-08-26,1114194,80402,7.2162,Israel_Gaza,,,51011,2851,2964.0,13223,,,,,7.1843,110323.6,376.0,6430.0,307.0,3240.0,0.0,0.0,,,,,
2023-08-27,970880,68749,7.0811,Israel_Gaza,,,30763,1915,916.0,16276,,,,,7.4964,116169.3,413.0,16021.0,838.0,1607.0,0.0,0.0,,,,,
2023-08-28,1567135,145599,9.2908,Israel_Gaza,,,70999,2214,1874.0,12238,,,,,7.6228,117535.3,263.0,54466.0,675.0,2870.0,0.0,0.0,,,,,
2023-08-29,1728888,121587,7.0327,Israel_Gaza,,,72298,3757,3999.0,15200,,,,,7.8757,121080.6,15.0,22203.0,357.0,3753.0,5.0,0.0,,,,,
2023-08-30,1796740,159486,8.8764,Israel_Gaza,,,80199,3142,11256.0,36212,,,,,8.2343,123521.4,4.0,20277.0,335.0,8061.0,0.0,0.0,,,,,
